Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Number,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,DateVals,TimeVals
200801QA10092,513380,188230,-0.365038,51.581483,2,3,2,3,29,E09000015,5,0,6,30,3,4090,5,1,1,1,1,1,E01002153,1165,458
200801QA10093,514810,190260,-0.343745,51.599439,3,2,1,5,29,E09000015,6,0,6,30,3,0,0,4,1,1,1,1,E01002234,1174,1343
200801QA10094,515400,189880,-0.335355,51.595903,3,2,1,2,29,E09000015,3,409,6,30,3,409,0,1,1,1,1,1,E01002233,1171,1216
200801QA10095,518170,191220,-0.294931,51.607373,3,2,1,1,29,E09000015,4,461,6,30,0,0,1,1,1,2,1,1,E01002117,1170,819
200801QA10097,516330,189340,-0.322113,51.590859,3,2,2,2,29,E09000015,5,0,1,30,1,0,0,1,1,1,1,1,E01002172,1157,574
200801QA10098,514970,188040,-0.342162,51.579454,3,2,1,1,29,E09000015,3,312,1,30,1,404,0,1,1,1,1,1,E01002237,1177,1128
200801QA10101,512510,187200,-0.377918,51.5724,3,1,1,5,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,2,E01002210,1167,624
200801QA10103,515740,191280,-0.329987,51.608416,3,2,2,5,29,E09000015,5,0,6,30,3,0,0,4,1,1,1,1,E01002145,1167,1173
200801QA10104,515390,185610,-0.336901,51.557528,3,1,2,5,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002135,1181,779
200801QA10105,518710,189960,-0.287563,51.595935,3,2,1,5,29,E09000015,6,0,1,30,1,0,0,1,1,1,1,1,E01002200,1181,565
200801QA10107,516140,190410,-0.324501,51.600515,3,3,2,1,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002231,1184,992
200801QA10109,515860,190210,-0.328608,51.598775,3,1,1,2,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,2,E01002231,1122,902
200801QA10110,515900,188150,-0.32871,51.580252,3,2,1,3,29,E09000015,3,409,3,30,6,0,5,1,1,1,1,1,E01002126,1179,764
200801QA10111,515630,188960,-0.332339,51.587587,3,2,2,5,29,E09000015,3,409,6,30,3,0,0,1,1,1,1,2,E01002182,1167,884
200801QA10114,513650,186440,-0.361721,51.56534,3,3,1,7,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002212,1190,808
200801QA10115,515630,191840,-0.33139,51.613472,2,1,1,6,29,E09000015,3,410,6,30,0,0,1,1,1,1,1,1,E01002227,1189,534
200801QA10117,516410,192990,-0.319748,51.623647,2,2,2,1,29,E09000015,3,4140,6,30,3,0,0,1,1,1,1,1,E01002226,1233,967
200801QA10118,515240,188110,-0.338244,51.580028,3,1,1,5,29,E09000015,5,0,6,30,3,458,0,1,1,1,1,1,E01002129,1188,1175
200801QA10119,515630,189770,-0.332072,51.594867,3,1,1,3,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002179,1193,711
200801QA10121,514150,191380,-0.352905,51.609639,3,1,2,2,29,E09000015,3,410,6,30,0,0,0,1,1,1,2,1,E01002139,1220,1019
200801QA10122,516260,191610,-0.322371,51.611275,2,1,1,2,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002228,1199,531
200801QA10123,515310,186420,-0.337789,51.564824,3,1,2,3,29,E09000015,3,4005,6,30,3,0,0,1,1,1,1,1,E01002134,1207,719
200801QA10127,514390,188790,-0.350285,51.586312,3,2,1,1,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,2,E01002159,1205,389
200801QA10129,517430,192530,-0.305174,51.619301,3,3,1,3,29,E09000015,3,410,6,30,0,0,0,1,1,1,1,1,E01002112,1200,719
200801QA10132,514260,186380,-0.352944,51.564678,3,1,1,3,29,E09000015,3,312,6,30,0,0,4,1,1,1,1,1,E01002219,1207,964
200801QA10133,515610,188320,-0.332838,51.581839,3,1,1,2,29,E09000015,4,457,6,30,0,0,4,1,1,1,1,1,E01002130,1192,987
200801QA10136,513020,187540,-0.370453,51.575354,2,3,1,4,29,E09000015,3,4090,6,30,3,0,0,1,1,1,1,1,E01002209,1215,719
200801QA10137,517820,191000,-0.300057,51.605469,3,2,1,3,29,E09000015,3,4140,3,40,0,0,0,1,2,2,1,1,E01002110,1214,993
200801QA10138,513220,186580,-0.367877,51.566685,3,2,1,3,29,E09000015,3,4090,6,30,3,0,0,4,1,1,1,1,E01002212,1200,1304
200801QA10139,516010,190690,-0.326284,51.603058,3,2,1,3,29,E09000015,5,0,6,30,0,0,0,4,1,1,1,2,E01002231,1193,1319
200801QA10141,512760,187180,-0.374319,51.57217,3,2,2,5,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002204,1202,899
200801QA10143,515150,187090,-0.339877,51.570879,2,1,1,6,29,E09000015,6,0,6,30,3,457,0,1,1,1,1,2,E01002132,1210,1024
200801QA10144,519140,191510,-0.280832,51.609775,3,2,1,5,29,E09000015,4,461,6,30,3,0,0,1,1,1,1,1,E01002118,1195,769
200801QA10146,518470,191240,-0.290594,51.607489,3,2,1,6,29,E09000015,4,461,6,30,3,0,0,1,1,1,1,1,E01002118,1231,609
200801QA10147,517920,191190,-0.29855,51.607155,2,1,1,4,29,E09000015,4,461,6,30,0,0,0,4,1,1,1,1,E01002117,1250,1168
200801QA10148,514380,190080,-0.350009,51.597909,2,3,1,6,29,E09000015,5,0,6,30,0,0,0,4,1,1,1,1,E01002154,1210,1294
200801QA10149,512040,188440,-0.384302,51.583638,3,2,1,7,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002196,1211,739
200801QA10150,514640,189480,-0.346453,51.592463,3,2,1,3,29,E09000015,5,0,6,30,6,0,5,1,1,1,1,1,E01002162,1221,1032
200801QA10151,511210,190300,-0.395688,51.60052,3,2,1,6,29,E09000015,6,0,6,30,0,0,0,4,1,1,1,2,E01002185,1147,1359
200801QA10152,515440,188310,-0.335293,51.581784,3,2,2,1,29,E09000015,5,0,6,30,0,0,0,4,1,1,1,1,E01002129,1212,1388
200801QA10153,515980,188150,-0.327556,51.580235,3,1,1,2,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002127,1234,934
200801QA10154,515300,187860,-0.337461,51.577768,3,1,1,4,29,E09000015,3,404,6,30,0,0,0,4,1,1,1,1,E01002129,1236,1384
200801QA10156,513620,192410,-0.360222,51.619004,3,1,1,3,29,E09000015,5,0,6,30,0,0,0,1,2,2,2,1,E01002144,1214,824
200801QA10157,515660,187820,-0.332281,51.577335,3,2,1,2,29,E09000015,3,404,6,30,3,0,0,1,1,1,1,1,E01002137,1227,615
200801QA10160,514230,186360,-0.353383,51.564504,3,2,1,7,29,E09000015,3,312,6,30,3,0,0,1,1,1,1,2,E01002219,1134,539
200801QA10161,515670,188470,-0.331923,51.583175,3,2,1,5,29,E09000015,3,409,6,30,6,457,4,1,1,1,1,1,E01002130,1237,719
200801QA10164,514410,190290,-0.349508,51.59979,3,3,1,7,29,E09000015,6,0,6,30,0,0,0,4,1,1,1,1,E01002143,1239,125
200801QA10167,515370,187380,-0.336608,51.57344,3,1,1,2,29,E09000015,4,457,6,30,3,457,0,4,1,1,1,1,E01002137,1241,1394
200801QA10168,517320,189030,-0.307932,51.587867,3,2,1,2,29,E09000015,5,0,6,30,3,0,0,1,2,2,1,1,E01002175,1241,1049
200801QA10171,515490,189610,-0.334145,51.593458,3,2,1,1,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002180,1226,984
200801QA10173,513430,188170,-0.364336,51.580934,3,3,1,4,29,E09000015,5,0,6,30,3,0,0,1,8,2,1,1,E01002242,1243,1064
200801QA10174,515930,191920,-0.327033,51.614129,2,1,1,2,29,E09000015,3,410,6,30,3,0,0,1,1,1,1,1,E01002228,1248,1209
200801QA10175,518100,189910,-0.296382,51.595614,3,1,1,4,29,E09000015,5,0,6,30,0,0,0,4,1,1,1,1,E01002202,1229,1329
200801QA10176,518180,189910,-0.295228,51.595597,3,1,1,5,29,E09000015,5,0,3,40,0,0,4,1,1,1,1,1,E01002202,1230,1124
200801QA10177,514180,186310,-0.35412,51.564065,3,2,1,4,29,E09000015,3,312,6,30,6,0,4,4,1,1,1,2,E01002219,1222,1304
200801QA10178,514450,189940,-0.349044,51.596636,3,2,2,5,29,E09000015,5,0,3,30,0,0,0,1,1,1,1,1,E01002181,1223,819
200801QA10179,517070,192320,-0.310442,51.617489,3,2,2,6,29,E09000015,3,410,6,30,3,0,0,1,1,1,1,1,E01002229,1224,594
200801QA10181,514210,186350,-0.353674,51.564419,3,1,1,7,29,E09000015,3,312,6,30,0,0,0,1,1,1,1,1,E01002213,1225,569
200801QA10185,515470,191930,-0.33367,51.614314,2,2,1,5,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002145,1237,829
200801QA10186,513120,187760,-0.36894,51.577311,3,2,2,6,29,E09000015,3,4090,6,30,3,0,0,1,8,2,1,1,E01002209,1238,456
200801QA10188,517050,190920,-0.311198,51.60491,3,1,1,5,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002111,1258,1023
200801QA10189,519730,190250,-0.272745,51.598326,3,3,1,4,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01000593,1257,502
200801QA10190,519140,190320,-0.281236,51.59908,3,2,1,5,29,E09000015,6,0,6,30,3,0,0,1,2,2,1,1,E01002124,1258,559
200801QA10191,516420,189760,-0.320675,51.594615,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,4,1,1,1,1,E01002172,1260,1399
200801QA10193,513380,189210,-0.364721,51.590291,3,2,1,4,29,E09000015,3,404,6,30,3,0,0,1,1,1,1,1,E01002157,1250,1035
200801QA10194,517070,191150,-0.310832,51.606973,3,2,1,2,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,2,E01002109,1227,969
200801QA10195,515030,188430,-0.341169,51.582947,3,2,1,4,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002129,1257,494
200801QA10197,514740,187110,-0.345783,51.571142,2,1,2,4,29,E09000015,3,312,6,30,0,0,0,1,1,1,1,1,E01002132,1264,939
200801QA10199,513180,192350,-0.366595,51.618553,3,2,2,2,29,E09000015,3,4008,6,30,8,0,0,1,1,1,2,1,E01002147,1255,514
200801QA10200,515380,189000,-0.335932,51.587998,3,2,1,5,29,E09000015,6,0,6,30,6,0,0,1,1,1,1,1,E01002182,1265,599
200801QA10201,516560,193320,-0.317472,51.626582,3,2,1,3,29,E09000015,5,0,6,30,0,0,0,1,1,1,2,1,E01002225,1256,605
200801QA10202,512190,188400,-0.382151,51.583249,3,1,1,7,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,2,E01002196,1274,614
200801QA10203,513850,189860,-0.357729,51.596039,3,2,2,5,29,E09000015,5,0,6,30,8,0,0,1,1,1,1,1,E01002154,1265,1027
200801QA10206,514850,187310,-0.344132,51.572917,3,1,1,2,29,E09000015,3,312,6,30,3,0,0,1,1,1,1,1,E01002132,1269,837
200801QA10207,513890,188520,-0.357586,51.583987,3,2,1,7,29,E09000015,3,404,6,30,3,0,0,1,1,1,1,1,E01002161,1274,744
200801QA10210,514180,190730,-0.352684,51.603791,3,2,1,5,29,E09000015,5,0,1,30,1,0,0,1,1,1,1,1,E01002139,1272,777
200801QA10215,518080,190380,-0.296513,51.599842,3,2,1,3,29,E09000015,3,4140,6,30,3,0,0,1,1,1,1,1,E01002203,1277,595
200801QA10216,517100,191790,-0.310186,51.612719,3,3,2,3,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002229,1270,869
200801QA10218,510800,191000,-0.401384,51.606893,3,2,1,5,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,2,E01002190,1258,509
200801QA10219,514650,187860,-0.346837,51.577901,2,2,1,4,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002237,1278,1169
200801QA10220,514160,190710,-0.352979,51.603615,3,2,1,1,29,E09000015,5,0,1,30,1,0,1,1,1,1,1,1,E01002151,1275,939
200801QA10221,514480,192600,-0.347744,51.620537,3,1,1,6,29,E09000015,5,0,6,30,0,0,0,4,2,2,2,1,E01002144,1287,1384
200801QA10222,514450,187580,-0.349813,51.575425,3,1,1,1,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002240,1282,1144
200801QA10223,515550,191760,-0.332571,51.612769,3,1,1,6,29,E09000015,3,410,6,30,0,0,0,1,1,1,1,1,E01002145,1287,1305
200801QA10224,511970,189760,-0.384891,51.595516,3,2,1,3,29,E09000015,3,404,6,30,3,0,0,1,1,1,1,1,E01002189,1277,939
200801QA10225,515060,191290,-0.339799,51.608645,3,1,1,1,29,E09000015,3,409,6,30,0,0,0,1,1,1,1,1,E01002142,1289,909
200801QA10227,510880,190260,-0.400463,51.600226,3,2,1,4,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002185,1285,1171
200801QA10229,518190,190040,-0.29504,51.596763,3,2,1,5,29,E09000015,3,4140,6,30,0,0,0,1,1,1,1,1,E01002202,1279,359
200801QA10230,516070,189330,-0.325868,51.590822,3,2,2,2,29,E09000015,5,0,1,30,2,0,0,1,2,2,1,1,E01002172,1283,1089
200801QA10231,518580,190040,-0.289412,51.596681,3,2,1,5,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002200,1286,1179
200801QA10234,515680,187820,-0.331992,51.577331,3,2,1,5,29,E09000015,3,404,6,30,3,0,0,1,1,1,1,1,E01002137,1286,548
200801QA10235,514970,190790,-0.341262,51.60417,3,1,1,3,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002140,1298,1292
200801QA10236,514220,186360,-0.353527,51.564506,3,2,1,6,29,E09000015,3,312,6,30,3,0,0,1,1,1,1,1,E01002213,1294,1324
200801QA10238,513660,188700,-0.360846,51.585651,3,1,1,6,29,E09000015,3,404,6,30,0,0,5,4,1,1,1,1,E01002161,1301,60
200801QA10239,515560,188000,-0.333664,51.578974,3,2,1,4,29,E09000015,4,457,6,30,3,0,0,1,1,1,1,2,E01002130,1271,1124
200801QA10241,512240,188220,-0.381487,51.581621,3,2,1,3,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002196,1291,1100
200801QA10242,515190,187990,-0.339005,51.578959,3,2,1,4,29,E09000015,3,404,6,30,0,0,0,1,1,1,1,1,E01002129,1292,929
200801QA10243,514960,188010,-0.342316,51.579186,3,1,1,5,29,E09000015,3,312,6,30,3,404,0,1,1,2,1,1,E01002237,1293,1065
200801QA10244,517980,190710,-0.297845,51.602829,3,2,2,6,29,E09000015,3,4140,3,30,3,0,0,1,1,1,1,1,E01002203,1301,733
200801QA10245,518590,190040,-0.289268,51.596679,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,4,1,1,1,1,E01002200,1302,1347
200801QA10247,515770,191140,-0.3296,51.607152,3,2,1,1,29,E09000015,5,0,6,30,8,0,0,1,1,1,1,1,E01002141,1296,1022
200801QA10248,514200,187540,-0.353432,51.575116,3,2,1,1,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002136,1303,619
200801QA10249,513880,190670,-0.357033,51.603313,3,1,1,1,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002151,1303,734
200801QA10250,512670,185910,-0.376024,51.560773,3,3,2,2,29,E09000015,5,0,6,30,8,0,0,1,1,1,1,1,E01002215,1304,354
200801QA10251,514230,190530,-0.352027,51.601984,2,2,1,5,29,E09000015,5,0,6,30,0,0,0,1,8,1,1,1,E01002151,1293,958
200801QA10252,512960,187280,-0.371402,51.573029,3,2,2,3,29,E09000015,3,4090,6,30,0,0,1,1,1,1,1,2,E01002204,1291,834
200801QA10253,514140,187250,-0.354392,51.572522,3,2,1,3,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,2,E01002136,1277,939
200801QA10254,518720,189570,-0.287551,51.592428,2,2,1,6,29,E09000015,3,4140,6,30,3,0,5,1,1,1,1,2,E01002169,1280,779
200801QA10255,513820,186980,-0.359095,51.57016,3,2,1,2,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,2,E01002241,1290,959
200801QA10258,516640,190440,-0.317275,51.600681,3,2,1,6,29,E09000015,5,0,6,30,8,0,1,4,2,2,1,1,E01002177,1294,1289
200801QA10259,517160,192350,-0.309132,51.617739,3,2,1,2,29,E09000015,3,410,6,30,8,0,4,1,1,1,1,1,E01002226,1311,854
200801QA10261,513530,188880,-0.362664,51.587295,3,1,1,4,29,E09000015,3,404,6,30,0,0,0,1,1,1,1,1,E01002157,1306,537
200801QA10262,515580,187790,-0.333445,51.577082,3,2,1,7,29,E09000015,3,404,6,30,6,457,5,4,1,2,1,1,E01002137,1309,4
200801QA10263,512520,191040,-0.376544,51.606911,3,2,2,7,29,E09000015,3,410,6,30,1,0,0,1,2,2,1,1,E01002152,1309,611
200801QA10264,515900,188140,-0.328713,51.580162,3,2,1,1,29,E09000015,3,409,3,30,6,409,4,1,1,1,1,1,E01002126,1198,1124
200801QA10265,514480,191380,-0.348142,51.609572,3,1,2,1,29,E09000015,6,0,6,30,3,0,0,1,2,2,1,1,E01002144,1310,983
200801QA10266,515060,190810,-0.339956,51.604331,2,2,2,5,29,E09000015,3,409,3,30,1,0,0,4,1,1,1,1,E01002140,1314,1389
200801QA10267,515980,188050,-0.327589,51.579337,3,1,1,6,29,E09000015,3,409,6,30,0,0,0,1,1,1,1,1,E01002126,1315,794
200801QA10269,512530,185840,-0.378065,51.560172,3,2,1,5,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002214,1314,1166
200801QA10270,512200,188720,-0.381904,51.586123,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,1,2,2,1,1,E01002195,1316,974
200801QA10271,515580,187790,-0.333445,51.577082,3,2,1,6,29,E09000015,3,404,6,30,6,457,5,4,2,2,1,1,E01002137,1294,1381
200801QA10272,516930,189760,-0.313316,51.594509,3,2,1,3,29,E09000015,6,0,6,30,8,0,0,1,1,1,1,1,E01002174,1333,499
200801QA10273,514750,187130,-0.345633,51.571319,3,3,1,5,29,E09000015,3,312,6,30,0,0,0,1,1,1,1,2,E01002132,1300,514
200801QA10276,513580,192350,-0.360819,51.618473,3,1,1,2,29,E09000015,5,0,6,30,0,0,0,4,2,2,2,1,E01002144,1325,149
200801QA10277,513680,185590,-0.361563,51.557695,3,2,1,5,29,E09000015,3,312,6,30,8,0,0,1,1,1,1,2,E01002221,1300,671
200801QA10279,513410,185880,-0.365363,51.560356,3,2,1,7,29,E09000015,3,4090,6,30,3,0,0,1,1,1,1,1,E01002220,1295,1068
200801QA10286,512970,187420,-0.371213,51.574285,3,2,1,6,29,E09000015,3,4090,6,30,3,0,0,1,2,2,1,2,E01002204,1343,479
200801QA10290,515660,188520,-0.332051,51.583627,3,2,1,6,29,E09000015,3,409,6,30,3,0,5,1,1,1,1,2,E01002130,1350,689
200801QA10291,515670,188430,-0.331936,51.582816,3,2,1,3,29,E09000015,3,409,6,30,3,457,4,1,1,1,1,2,E01002130,1312,399
200801QA10292,515630,189000,-0.332325,51.587947,3,2,1,5,29,E09000015,3,409,6,30,0,0,0,1,1,1,1,1,E01002182,1293,1199
200801QA10294,513630,188710,-0.361276,51.585747,3,2,2,2,29,E09000015,3,4090,6,30,6,404,5,1,1,1,1,2,E01002157,1339,514
200801QA10296,514360,190120,-0.350285,51.598272,3,2,1,4,29,E09000015,5,0,6,30,6,0,0,1,1,1,1,1,E01002154,1341,1069
200801QA10297,512100,189640,-0.383053,51.594412,3,2,1,4,29,E09000015,3,404,6,30,2,0,0,1,1,1,1,1,E01002189,1341,910
200801QA10298,514370,188280,-0.350739,51.581733,3,2,1,3,29,E09000015,3,404,6,30,0,0,0,1,2,2,1,1,E01002160,1347,1009
200801QA10300,515170,188210,-0.339221,51.580941,3,2,1,6,29,E09000015,5,0,6,30,8,0,1,1,1,1,1,2,E01002129,1343,764
200801QA10301,514430,188530,-0.349792,51.583967,3,2,1,4,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002160,1341,474
200801QA10302,513000,187470,-0.370764,51.574729,3,2,1,4,29,E09000015,3,4090,6,30,3,0,5,1,1,1,1,2,E01002204,1348,1309
200801QA10303,516890,192000,-0.313147,51.61465,3,2,2,4,29,E09000015,5,0,6,30,3,0,0,1,2,2,1,1,E01002226,1285,994
200801QA10304,516330,189340,-0.322113,51.590859,3,2,1,1,29,E09000015,6,0,6,30,1,0,0,4,2,2,1,2,E01002172,1324,1254
200801QA10305,514360,190150,-0.350275,51.598542,3,1,1,2,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002154,1339,704
200801QA10307,513730,185660,-0.360819,51.558314,3,2,1,5,29,E09000015,3,312,6,30,0,0,0,1,1,1,1,1,E01002221,1342,509
200801QA10308,515770,189590,-0.330111,51.593221,3,2,1,6,29,E09000015,5,0,6,30,3,0,0,1,2,2,1,1,E01002179,1343,1044
200801QA10309,515630,191840,-0.33139,51.613472,3,1,1,2,29,E09000015,3,410,6,30,0,0,1,1,1,1,1,2,E01002227,1353,469
200801QA10310,512370,190890,-0.378757,51.605593,3,2,1,1,29,E09000015,3,410,6,30,0,0,0,4,2,2,1,2,E01002152,1345,1294
200801QA10311,513950,186410,-0.357404,51.56501,3,2,2,5,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002218,1300,1077
200801QA10312,516990,190900,-0.31207,51.604743,3,2,1,6,29,E09000015,6,0,6,30,0,0,0,1,8,2,1,1,E01002111,1343,627
200801QA10315,516080,189330,-0.325724,51.59082,3,2,2,1,29,E09000015,5,0,1,30,1,0,0,1,1,2,1,1,E01002172,1345,554
200801QA10316,516710,192210,-0.315676,51.616575,3,2,2,2,29,E09000015,3,410,6,30,3,0,0,1,1,1,1,1,E01002226,1346,1109
200801QA10317,513530,188900,-0.362657,51.587475,3,2,1,5,29,E09000015,3,404,6,30,0,0,0,1,1,1,1,1,E01002157,1349,966
200801QA10319,517820,189130,-0.300685,51.588662,2,2,1,6,29,E09000015,6,0,6,30,3,0,0,1,2,2,1,1,E01002171,1350,1049
200801QA10321,514130,186250,-0.354861,51.563536,3,2,1,1,29,E09000015,3,312,6,30,3,0,0,4,1,2,1,1,E01002219,1338,1259
200801QA10322,518150,189920,-0.295658,51.595693,3,1,1,1,29,E09000015,6,0,6,30,0,0,1,1,1,1,1,1,E01002202,1338,783
200801QA10323,514130,186250,-0.354861,51.563536,3,2,1,7,29,E09000015,3,312,6,30,3,0,0,1,1,1,1,1,E01002219,1358,836
200801QA10325,514900,187280,-0.34342,51.572637,3,2,1,4,29,E09000015,6,0,6,30,0,0,0,1,1,1,1,1,E01002132,1355,569
200801QA10329,515540,187920,-0.333979,51.578259,3,2,1,2,29,E09000015,4,457,6,30,8,457,0,1,1,1,1,2,E01002126,1360,1019
200801QA10330,514310,187920,-0.351722,51.578509,3,2,1,3,29,E09000015,6,0,6,30,0,0,0,1,2,2,1,2,E01002240,1347,524
200801QA10332,513370,188220,-0.365185,51.581395,3,2,1,1,29,E09000015,3,4090,3,30,6,0,5,4,1,1,1,1,E01002153,1352,1340
200801QA10333,512540,187360,-0.377434,51.573832,3,2,1,4,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002210,1355,919
200801QA10336,513870,190700,-0.357168,51.603584,3,3,1,7,29,E09000015,5,0,6,30,3,0,0,1,1,1,1,1,E01002151,1302,739
200801QA10337,513550,188540,-0.362485,51.584235,3,3,2,7,29,E09000015,3,4090,6,30,6,0,0,1,1,1,1,1,E01002157,1358,899
200801QA10339,515030,188030,-0.3413,51.579351,2,2,1,1,29,E09000015,3,404,6,30,0,0,0,1,1,1,1,1,E01002129,1359,823
200801QA10340,514430,186990,-0.350294,51.570126,2,2,1,2,29,E09000015,5,0,6,30,3,0,0,4,1,1,1,1,E01002136,1360,1232
200801QA10342,516400,190430,-0.320742,51.600641,3,1,1,5,29,E09000015,5,0,6,30,0,0,0,1,1,1,1,1,E01002184,1363,1044
200801QA10344,512180,190790,-0.381532,51.604732,3,2,1,4,29,E09000015,3,410,6,30,3,0,0,1,1,2,1,1,E01002152,1362,704
200801QA10345,514890,187570,-0.34347,51.575246,3,1,1,4,29,E09000015,3,312,6,30,8,0,0,1,1,1,1,1,E01002240,1362,974
200801QA10347,519220,190180,-0.280129,51.597805,3,2,1,7,29,E09000015,6,0,6,30,1,0,0,1,1,1,1,2,E01002198,1365,909
200801QA10349,518200,189760,-0.29499,51.594245,3,2,1,3,29,E09000015,5,0,6,30,0,0,0,4,1,1,1,2,E01002168,1347,189
200801QA10350,516550,190490,-0.318557,51.601149,3,2,1,3,29,E09000015,5,0,6,30,1,0,4,4,2,2,1,2,E01002111,1368,1139
200801QA10351,514830,192630,-0.34268,51.620736,3,3,1,1,29,E09000015,3,409,6,30,6,0,5,1,1,1,2,1,E01002144,1366,1019
200801QA10352,515660,186000,-0.332879,51.560978,3,2,1,6,29,E09000015,3,4127,6,30,8,0,0,1,1,1,1,1,E01002135,1378,1071
200801QA10355,517080,192320,-0.310297,51.617486,3,1,1,1,29,E09000015,3,410,6,30,8,0,0,1,1,1,1,1,E01002229,1366,979
200801QA10356,518970,191460,-0.283303,51.609361,3,2,1,1,29,E09000015,4,461,6,30,0,0,0,1,1,1,1,1,E01002118,1366,1124
200801QA10358,516770,192190,-0.314816,51.616382,3,2,1,4,29,E09000015,3,410,6,30,3,0,0,1,1,1,1,1,E01002226,1369,534
200801QA10359,512460,190960,-0.377436,51.606204,3,1,1,2,29,E09000015,3,410,6,30,3,0,0,1,1,1,1,1,E01002152,1311,539
200801QA10361,513440,189220,-0.363852,51.590369,3,2,1,6,29,E09000015,3,404,3,30,6,404,0,1,1,1,1,2,E01002157,1371,679
200801QA10362,511110,190460,-0.39708,51.601978,2,2,1,7,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002185,1372,524
200801QA10363,514630,190200,-0.346362,51.598936,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,2,E01002234,1379,539
200801QA10364,516890,192260,-0.31306,51.616987,3,2,1,7,29,E09000015,3,410,6,30,3,0,5,4,2,2,1,1,E01002226,1372,1259
200801QA10365,515780,189500,-0.329996,51.59241,3,2,1,3,29,E09000015,5,0,1,30,2,0,0,4,1,1,1,2,E01002179,1382,1334
200801QA10366,511550,188850,-0.391241,51.58742,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,1,E01002194,1372,934
200801QA10367,518920,189420,-0.284716,51.591037,3,2,1,6,29,E09000015,3,4140,6,30,3,0,0,1,1,1,1,1,E01000589,1357,1039
200801QA10368,514640,189480,-0.346453,51.592463,2,2,2,3,29,E09000015,5,0,6,30,6,0,5,1,1,1,1,1,E01002162,1305,769
200801QA10369,514310,187980,-0.351702,51.579048,3,2,1,7,29,E09000015,6,0,6,30,3,0,0,1,1,1,1,2,E01002238,1393,989
200801QA10370,512360,188590,-0.379637,51.584923,3,1,1,6,29,E09000015,6,0,3,30,3,0,0,1,1,1,1,1,E01002195,1385,524
200801QA10371,517350,190510,-0.307005,51.601163,3,2,1,5,29,E09000015,6,0,1,30,1,0,0,4,1,2,1,2,E01002107,1391,1184
200801QA10373,514170,192610,-0.352216,51.62069,3,1,1,1,29,E09000015,5,0,6,30,0,0,0,4,1,2,2,1,E01002144,1373,1194
