Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Number,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,DateVals,TimeVals
200501BS70009,525840,177020,-0.189301,51.478096,3,2,1,5,11,E09000013,3,308,6,30,0,0,0,4,1,1,1,1,E01001921,33,1049
200501BS70142,523490,181080,-0.221704,51.515102,3,2,1,1,11,E09000013,3,3220,6,30,1,40,0,4,1,1,1,2,E01002877,99,1164
200501BS70144,523580,181170,-0.220376,51.515891,3,2,1,1,11,E09000013,3,3220,1,30,1,40,0,1,1,1,1,1,E01002877,71,522
200501BS70212,524830,178480,-0.203322,51.491441,3,2,1,6,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001911,132,689
200501BS70289,523160,181570,-0.226286,51.519577,3,2,1,6,11,E09000013,4,412,6,30,3,412,0,1,2,2,1,1,E01002876,153,1112
200501BS70291,523510,181060,-0.221423,51.514918,3,2,1,5,11,E09000013,3,3220,1,30,1,40,0,1,2,2,1,1,E01002877,166,944
200501BS70298,523840,179960,-0.217055,51.504959,2,2,1,7,11,E09000013,3,3220,1,30,1,402,0,1,1,1,1,1,E01002873,161,951
200501BS70376,523910,179890,-0.216072,51.504315,2,2,1,5,11,E09000013,3,3220,1,30,1,402,0,1,1,1,1,1,E01002869,194,619
200501BS70406,523510,181070,-0.221419,51.515007,3,2,1,5,11,E09000013,3,3220,1,30,1,40,5,1,1,2,1,1,E01002877,208,504
200501BS70495,523520,181050,-0.221282,51.514826,3,2,1,7,11,E09000013,3,3220,6,30,3,40,0,1,1,1,1,1,E01002877,245,1117
200501BS70718,523680,177750,-0.220134,51.485132,3,1,1,4,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,2,E01001891,354,874
200501CW11354,522700,178380,-0.234022,51.491008,3,2,1,7,11,E09000013,3,4,3,40,0,0,0,4,1,1,1,1,E01001894,273,1239
200501FH00001,522300,180080,-0.239192,51.506373,2,2,1,5,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,1,E01001860,5,583
200501FH00004,522080,180100,-0.242353,51.5066,3,2,1,6,11,E09000013,3,4020,6,30,1,0,5,1,1,1,1,1,E01001861,6,719
200501FH00005,525090,177080,-0.200074,51.478801,3,1,1,1,11,E09000013,3,304,6,30,3,0,0,4,2,2,1,1,E01001947,8,1304
200501FH00010,523680,177710,-0.220148,51.484773,3,1,1,3,11,E09000013,3,219,6,30,3,0,5,4,1,1,1,1,E01001891,3,1124
200501FH00012,521490,179650,-0.251005,51.502683,3,1,1,4,11,E09000013,6,0,6,30,3,0,0,4,1,2,1,1,E01001859,11,929
200501FH00015,524250,175760,-0.212628,51.467123,3,2,1,2,11,E09000013,3,219,3,30,0,0,0,1,2,2,1,1,,16,913
200501FH00016,523680,179720,-0.219444,51.502837,3,1,1,5,11,E09000013,6,0,6,30,0,0,0,4,1,1,1,1,E01001857,19,1096
200501FH00018,523630,177870,-0.220811,51.486222,3,2,1,7,11,E09000013,3,219,6,30,8,0,4,1,1,1,1,1,E01001890,21,725
200501FH00019,525610,175600,-0.193116,51.465385,2,1,1,7,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001934,21,839
200501FH00021,524400,176000,-0.210385,51.469247,2,2,1,6,11,E09000013,3,219,2,30,6,308,0,1,1,1,1,2,E01001915,13,989
200501FH00022,525670,176900,-0.19179,51.477055,3,2,1,5,11,E09000013,3,308,6,30,3,318,5,1,1,2,1,1,E01001923,19,829
200501FH00025,525990,177170,-0.187089,51.47941,3,1,1,5,11,E09000013,3,308,6,30,3,0,0,4,1,1,1,2,E01001920,5,989
200501FH00026,522540,180900,-0.235451,51.513691,3,1,1,2,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,1,E01001958,16,464
200501FH00027,522670,178580,-0.234384,51.492812,3,1,1,3,11,E09000013,3,315,2,30,3,315,1,4,1,1,1,1,E01001894,17,1071
200501FH00029,523750,178900,-0.218723,51.495453,3,2,1,5,11,E09000013,6,0,2,30,0,0,0,1,1,1,1,1,E01001869,26,650
200501FH00030,524670,177430,-0.205996,51.482039,3,1,1,2,11,E09000013,6,0,6,30,3,0,1,1,1,1,1,1,E01001882,23,551
200501FH00033,523390,178690,-0.22398,51.493644,3,3,1,3,11,E09000013,3,219,6,30,3,0,0,4,1,2,1,1,E01001898,24,419
200501FH00036,525340,177230,-0.196423,51.480094,3,2,1,6,11,E09000013,3,304,6,30,3,0,4,1,2,2,1,1,E01001880,27,724
200501FH00037,524090,176640,-0.214621,51.475067,3,2,1,2,11,E09000013,3,219,2,30,0,0,0,1,1,1,1,1,E01001915,30,499
200501FH00039,523300,180540,-0.224629,51.51029,2,3,1,4,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001943,18,693
200501FH00040,523510,178050,-0.222476,51.487866,3,1,1,3,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001891,17,989
200501FH00041,522990,180260,-0.229192,51.507841,3,2,1,7,11,E09000013,6,0,6,30,6,0,0,4,1,1,1,1,E01001946,28,1109
200501FH00043,522610,180460,-0.234595,51.509721,3,2,1,5,11,E09000013,5,0,1,30,1,0,0,1,1,1,1,2,E01001960,12,479
200501FH00044,523380,178640,-0.224141,51.493197,3,2,1,7,11,E09000013,3,315,6,30,0,0,0,1,1,1,1,1,E01001898,21,889
200501FH00046,522150,180520,-0.2412,51.51036,3,2,2,1,11,E09000013,6,0,6,30,0,0,0,4,1,1,1,2,E01001956,1,1079
200501FH00048,523440,179920,-0.22283,51.504687,3,2,1,5,11,E09000013,3,4020,2,30,3,0,0,1,1,2,1,1,E01001943,26,526
200501FH00049,523180,181060,-0.226176,51.51499,3,2,1,7,11,E09000013,3,40,3,30,6,219,0,1,1,1,1,1,E01001874,28,729
200501FH00050,523590,177940,-0.221363,51.48686,3,1,1,6,11,E09000013,3,219,6,30,3,0,4,4,2,2,1,1,E01001891,27,1064
200501FH00054,523470,179140,-0.222671,51.497671,3,2,1,5,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001856,26,906
200501FH00056,524620,176190,-0.207152,51.470906,3,2,1,4,11,E09000013,3,308,6,30,0,0,1,1,1,1,1,2,E01001952,25,969
200501FH10001,524820,178030,-0.203625,51.487399,3,2,1,4,11,E09000013,4,317,6,30,3,0,0,1,1,1,1,1,E01001912,32,581
200501FH10002,522320,178630,-0.239406,51.493337,3,2,1,1,11,E09000013,3,315,6,30,6,0,0,1,1,1,1,1,E01001932,36,663
200501FH10003,522650,178820,-0.234589,51.494973,2,2,1,7,11,E09000013,4,408,6,30,3,0,0,1,1,1,1,1,E01001932,35,622
200501FH10004,523360,178620,-0.224436,51.493021,3,1,1,5,11,E09000013,3,219,1,30,1,219,5,4,1,1,1,1,E01001898,33,1424
200501FH10005,523300,180530,-0.224633,51.5102,3,2,1,3,11,E09000013,3,219,6,30,0,0,0,4,2,2,1,1,E01001943,31,1081
200501FH10006,524870,176320,-0.203509,51.472019,3,2,1,1,11,E09000013,3,308,6,30,3,0,1,1,1,1,1,1,E01001926,36,629
200501FH10011,522800,178550,-0.232523,51.492514,3,1,1,2,11,E09000013,3,315,6,30,3,0,1,1,1,1,1,1,E01001894,37,968
200501FH10012,524140,178440,-0.21327,51.491233,3,1,1,2,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001871,37,959
200501FH10014,522570,180090,-0.2353,51.506404,3,1,1,5,11,E09000013,3,4020,6,30,3,0,4,1,1,1,1,1,E01001960,40,834
200501FH10015,525110,177110,-0.199776,51.479066,3,1,1,3,11,E09000013,3,304,6,30,3,0,0,1,1,1,1,1,E01001953,38,789
200501FH10016,522320,178630,-0.239406,51.493337,3,2,1,3,11,E09000013,3,315,6,30,6,0,0,4,1,1,1,1,E01001932,38,1101
200501FH10017,524900,177810,-0.202551,51.485404,3,2,1,5,11,E09000013,3,3218,6,30,6,317,1,4,2,2,1,1,E01001884,40,1023
200501FH10019,523160,181570,-0.226286,51.519577,3,1,1,6,11,E09000013,4,412,6,30,3,412,1,4,2,2,1,1,E01002876,41,1204
200501FH10020,525390,177210,-0.19571,51.479903,3,2,1,1,11,E09000013,3,304,6,30,3,318,5,4,1,1,1,1,E01001880,36,74
200501FH10021,524650,178220,-0.206005,51.489144,3,2,1,6,11,E09000013,4,317,6,30,3,0,0,1,2,2,1,1,E01001908,41,849
200501FH10024,523390,178700,-0.223976,51.493734,3,1,1,6,11,E09000013,3,219,6,30,0,0,0,4,1,1,1,1,E01001898,41,959
200501FH10026,521750,180910,-0.246826,51.513951,3,2,1,5,11,E09000013,3,40,6,30,0,0,0,4,1,1,1,1,E01001959,40,959
200501FH10027,525730,176130,-0.191201,51.470121,3,2,1,3,11,E09000013,3,217,6,30,3,0,0,4,1,1,1,1,E01001937,45,1088
200501FH10028,522490,182430,-0.235639,51.527452,3,3,1,4,11,E09000013,3,219,1,30,2,0,4,1,1,1,1,1,E01001877,46,989
200501FH10029,523260,181100,-0.22501,51.515332,3,3,1,2,11,E09000013,3,40,3,40,0,0,0,4,1,2,1,1,E01001874,51,1162
200501FH10030,524510,178580,-0.207893,51.49241,3,1,1,2,11,E09000013,4,317,6,30,0,0,0,4,1,1,1,1,E01001872,44,1124
200501FH10032,522150,180100,-0.241345,51.506585,3,2,1,5,11,E09000013,3,4020,3,30,0,0,0,4,2,2,1,1,E01001954,47,1214
200501FH10035,523300,179690,-0.224926,51.502651,3,2,1,7,11,E09000013,3,402,6,30,3,0,0,1,1,1,1,1,E01001943,49,454
200501FH10037,522500,182430,-0.235495,51.52745,3,2,1,7,11,E09000013,3,219,1,30,2,0,1,1,1,1,1,1,E01001877,35,959
200501FH10038,522650,178820,-0.234589,51.494973,2,2,1,3,11,E09000013,4,408,6,30,3,0,0,1,1,2,1,1,E01001932,52,534
200501FH10039,524530,177000,-0.208162,51.478206,3,2,1,3,11,E09000013,6,0,6,30,3,0,0,1,1,2,1,1,E01001901,52,851
200501FH10040,523170,179990,-0.226694,51.505375,3,2,1,4,11,E09000013,3,4020,6,30,0,0,0,1,1,2,1,1,E01001941,53,522
200501FH10041,523220,179980,-0.225977,51.505275,3,1,1,2,11,E09000013,3,4020,6,30,0,0,4,1,2,2,1,1,E01001941,51,999
200501FH10042,522670,179460,-0.234079,51.500721,3,1,1,2,11,E09000013,3,402,6,30,3,0,1,1,1,1,1,1,E01001858,51,914
200501FH10045,523330,178590,-0.224879,51.492758,3,1,1,4,11,E09000013,3,219,2,30,7,219,5,1,1,1,1,1,E01001898,60,549
200501FH10046,523280,180700,-0.224862,51.511732,3,1,1,2,11,E09000013,3,219,6,30,0,0,1,1,1,1,1,1,E01001946,58,496
200501FH10047,522860,178360,-0.231725,51.490793,3,2,1,4,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001894,60,477
200501FH10048,525850,175740,-0.189613,51.46659,3,1,1,2,11,E09000013,3,217,6,30,6,0,5,1,1,1,1,1,E01001938,65,955
200501FH10049,523350,178610,-0.224584,51.492934,2,2,1,4,11,E09000013,3,219,2,30,7,219,0,4,1,1,1,1,E01001898,67,1194
200501FH10051,524600,176760,-0.207239,51.476033,3,1,1,2,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001949,65,539
200501FH10052,523590,177940,-0.221363,51.48686,3,1,2,5,11,E09000013,3,219,6,30,0,0,4,1,1,2,1,1,E01001891,68,597
200501FH10055,525680,175840,-0.192023,51.467526,3,2,2,5,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001937,61,516
200501FH10056,524430,178960,-0.208911,51.495843,3,2,1,3,11,E09000013,3,315,6,30,3,0,0,4,1,1,1,1,E01001866,45,1173
200501FH10066,524900,177810,-0.202551,51.485404,3,1,1,1,11,E09000013,4,317,6,30,1,3218,1,1,1,1,1,1,E01001884,71,774
200501FH10067,524160,177380,-0.213354,51.481702,3,1,1,3,11,E09000013,3,3219,6,30,2,0,0,1,1,1,1,1,E01001903,73,930
200501FH10068,523670,177790,-0.220263,51.485494,3,2,1,5,11,E09000013,3,219,6,30,3,0,0,4,1,1,1,1,E01001891,61,1363
200501FH10071,523970,176860,-0.216271,51.47707,3,2,1,3,11,E09000013,3,219,6,30,3,0,5,1,1,1,1,1,E01001918,73,872
200501FH10072,525590,176800,-0.192977,51.476174,3,3,2,3,11,E09000013,3,308,3,30,3,217,5,1,1,1,1,1,E01001924,73,669
200501FH10079,524110,177470,-0.214042,51.482522,3,2,1,4,11,E09000013,3,3218,1,30,2,3219,0,4,1,1,1,1,E01001886,81,1142
200501FH10081,522960,181040,-0.229352,51.514858,2,2,2,1,11,E09000013,3,40,3,40,0,0,0,4,1,1,1,1,E01001874,78,1174
200501FH10082,525860,175740,-0.189469,51.466588,3,1,1,3,11,E09000013,3,217,6,30,6,0,0,1,2,2,1,1,E01001938,80,849
200501FH10083,522600,180460,-0.234739,51.509723,3,2,1,7,11,E09000013,5,0,6,30,2,0,0,1,1,1,1,1,E01001960,77,665
200501FH10084,524140,178370,-0.213294,51.490604,3,2,1,7,11,E09000013,3,4,3,40,6,4,0,1,1,1,1,1,E01001889,77,934
200501FH10085,524410,177550,-0.209696,51.483175,3,3,1,6,11,E09000013,3,3218,6,30,3,0,0,1,1,1,1,1,E01001879,76,534
200501FH10086,525220,177240,-0.198146,51.48021,3,1,1,5,11,E09000013,3,304,6,30,3,0,0,1,1,1,1,1,E01001953,75,466
200501FH10088,522290,180080,-0.239336,51.506375,2,2,1,1,11,E09000013,3,4020,6,30,3,0,0,4,1,1,1,1,E01001860,78,1424
200501FH10090,524260,178860,-0.211394,51.494981,3,1,1,6,11,E09000013,3,315,6,30,3,317,5,1,1,1,1,1,E01001866,76,714
200501FH10091,525630,177240,-0.192245,51.480119,3,2,1,3,11,E09000013,3,304,6,30,3,0,0,1,2,2,1,1,E01001920,80,654
200501FH10093,524830,176310,-0.204088,51.471938,2,1,1,7,11,E09000013,3,308,6,30,3,0,1,1,1,1,1,1,E01001926,56,687
200501FH10097,523890,177550,-0.217181,51.483289,3,1,1,3,11,E09000013,3,3218,6,30,3,0,0,1,1,2,1,1,E01001886,80,770
200501FH10098,523340,178620,-0.224724,51.493026,3,1,1,7,11,E09000013,3,315,2,30,7,219,5,4,1,1,1,1,E01001898,84,172
200501FH10100,525150,176400,-0.199451,51.472677,2,2,1,7,11,E09000013,3,308,6,30,3,0,1,1,1,1,1,1,E01001925,84,814
200501FH10101,524550,176110,-0.208188,51.470203,3,2,1,3,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001952,87,559
200501FH10102,524140,179310,-0.212964,51.499052,3,1,1,2,11,E09000013,6,0,2,30,0,0,0,1,1,1,1,2,E01001855,72,679
200501FH10104,524010,176780,-0.215724,51.476343,3,1,2,7,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001918,84,377
200501FH10105,523380,178750,-0.224103,51.494185,3,1,1,7,11,E09000013,3,219,6,30,0,0,0,4,1,1,1,1,E01001898,91,198
200501FH10107,525500,177080,-0.194173,51.47871,3,1,1,7,11,E09000013,4,318,6,30,3,0,4,1,1,1,1,1,E01001921,91,714
200501FH10108,522780,178380,-0.23287,51.49099,3,2,1,2,11,E09000013,3,4,3,40,0,0,0,4,1,2,1,1,E01001894,93,1292
200501FH10110,524280,175810,-0.212179,51.467566,3,2,1,4,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,,81,514
200501FH10112,524900,177800,-0.202554,51.485314,3,2,1,5,11,E09000013,4,317,6,30,2,3218,1,1,2,2,1,1,E01001884,82,569
200501FH10114,523650,177830,-0.220537,51.485858,3,3,1,5,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001890,89,1029
200501FH10115,522850,180510,-0.231121,51.510118,3,2,1,3,11,E09000013,6,0,6,30,0,0,1,1,1,1,1,1,E01001946,94,827
200501FH10116,522680,178640,-0.234219,51.493349,3,1,1,6,11,E09000013,3,315,2,30,0,0,0,4,1,1,1,1,E01001894,83,1224
200501FH10118,525150,177290,-0.199136,51.480675,3,2,1,4,11,E09000013,3,3219,6,30,3,317,5,4,1,1,1,1,E01001953,88,1237
200501FH10119,522820,178550,-0.232235,51.49251,3,2,1,3,11,E09000013,3,315,2,30,0,0,0,4,2,2,1,1,E01001894,87,1226
200501FH10120,523350,179810,-0.224164,51.503718,3,2,1,2,11,E09000013,3,219,2,30,0,0,0,1,1,1,1,1,E01001941,100,579
200501FH10121,524580,178400,-0.206949,51.490777,3,2,1,1,11,E09000013,3,4,3,40,6,317,5,4,1,1,1,1,E01001914,99,1394
200501FH10122,523330,178590,-0.224879,51.492758,3,2,1,2,11,E09000013,3,219,6,30,1,315,0,1,1,1,1,1,E01001898,86,834
200501FH10123,522470,178610,-0.237253,51.493125,3,1,1,3,11,E09000013,3,315,6,30,3,0,4,1,1,1,1,1,E01001932,87,539
200501FH10124,525390,177170,-0.195724,51.479544,3,1,2,1,11,E09000013,4,318,2,30,3,0,5,4,1,1,1,1,E01001920,85,1329
200501FH10125,523170,181050,-0.226324,51.514902,3,2,1,4,11,E09000013,3,219,3,30,7,40,5,1,2,2,1,1,E01001874,95,915
200501FH10126,523330,178580,-0.224882,51.492668,3,1,1,4,11,E09000013,3,219,6,30,3,315,5,1,1,2,1,1,E01001898,95,581
200501FH10127,524160,178800,-0.212855,51.494464,3,2,1,4,11,E09000013,3,315,6,30,6,0,0,1,1,1,1,1,E01001871,95,1135
200501FH10128,525380,175990,-0.196287,51.468941,3,2,1,6,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001934,83,1018
200501FH10130,523490,181060,-0.221711,51.514922,3,2,1,4,11,E09000013,3,40,1,30,1,3220,0,1,1,1,1,1,E01002877,95,1078
200501FH10131,526290,176880,-0.182875,51.476737,3,2,1,6,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001939,97,749
200501FH10132,524890,177820,-0.202691,51.485496,3,2,1,6,11,E09000013,4,317,6,30,6,3218,0,1,1,1,1,1,E01001909,97,1099
200501FH10133,523760,177120,-0.219203,51.479453,3,1,1,3,11,E09000013,6,0,6,30,0,0,0,1,1,1,1,1,E01001918,94,934
200501FH10134,524420,177920,-0.209422,51.486498,3,2,2,6,11,E09000013,5,0,6,30,0,0,0,4,1,1,1,1,E01001909,90,1306
200501FH10136,525030,177000,-0.200966,51.478095,3,2,1,7,11,E09000013,3,304,6,30,3,0,0,1,1,2,1,1,E01001947,84,1087
200501FH10137,525870,175750,-0.189321,51.466675,3,1,1,3,11,E09000013,5,0,6,30,6,217,0,1,8,1,1,1,E01001938,87,854
200501FH10139,525760,176950,-0.190477,51.477484,2,2,1,7,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001923,98,732
200501FH10140,523450,179920,-0.222686,51.504685,3,3,1,7,11,E09000013,3,4020,2,30,3,0,0,4,1,1,1,1,E01001943,98,59
200501FH10141,521830,180820,-0.245705,51.513125,3,2,1,7,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001959,98,1169
200501FH10142,524890,176330,-0.203218,51.472105,3,2,1,3,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001926,94,499
200501FH10143,523350,178610,-0.224584,51.492934,3,2,1,5,11,E09000013,3,219,1,30,1,315,5,1,1,1,1,1,E01001898,103,496
200501FH10144,522250,178640,-0.24041,51.493442,3,2,1,7,11,E09000013,3,315,6,30,0,0,0,4,1,1,1,1,E01001932,91,1367
200501FH10146,523110,179620,-0.227687,51.502063,2,2,1,2,11,E09000013,3,402,6,30,3,0,0,1,1,1,1,2,E01001896,100,984
200501FH10147,523300,179690,-0.224926,51.502651,3,2,2,7,11,E09000013,3,402,6,30,3,0,0,1,1,1,1,1,E01001943,105,631
200501FH10148,524980,177630,-0.201463,51.483768,3,1,1,6,11,E09000013,4,317,6,30,3,0,5,1,1,1,1,1,E01001881,97,782
200501FH10150,523350,179820,-0.224161,51.503808,3,1,1,2,11,E09000013,3,219,6,30,0,0,0,1,1,1,1,1,E01001941,100,711
200501FH10153,522640,178400,-0.234879,51.491201,3,3,1,4,11,E09000013,3,4,3,40,0,0,0,1,1,1,1,1,E01001932,109,469
200501FH10154,522860,181020,-0.230799,51.5147,3,2,1,4,11,E09000013,3,40,3,30,0,0,0,1,2,2,1,1,E01001957,102,367
200501FH10158,522670,180090,-0.23386,51.506383,3,2,1,5,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,1,E01001942,110,1114
200501FH10159,524970,177840,-0.201533,51.485658,3,1,1,6,11,E09000013,3,3218,6,30,0,0,0,1,1,1,1,1,E01001884,111,504
200501FH10160,523630,177870,-0.220811,51.486222,3,2,1,7,11,E09000013,3,219,6,30,0,0,0,4,1,1,1,1,E01001890,98,1411
200501FH10161,522200,178710,-0.241106,51.494082,3,1,1,2,11,E09000013,6,0,2,30,0,0,0,1,1,1,1,1,E01001931,93,1198
200501FH10162,525570,177240,-0.193109,51.480133,3,1,1,4,11,E09000013,3,304,6,30,0,0,0,1,1,1,1,1,E01001920,109,958
200501FH10163,523490,181140,-0.221683,51.515641,3,2,1,4,11,E09000013,3,40,1,30,1,3220,0,1,1,1,1,1,E01002877,109,554
200501FH10164,523500,178800,-0.222358,51.494608,3,1,1,1,11,E09000013,6,0,2,30,0,0,0,1,2,2,1,1,E01001898,106,1149
200501FH10165,524420,176870,-0.209791,51.477061,3,1,1,6,11,E09000013,5,0,6,30,3,0,0,1,1,1,1,2,E01001906,111,594
200501FH10166,522490,181150,-0.236084,51.515948,3,1,2,7,11,E09000013,5,0,6,30,0,0,0,1,1,1,1,1,E01001876,105,1079
200501FH10167,523800,177390,-0.218532,51.481871,3,2,1,3,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001917,108,809
200501FH10168,523790,178920,-0.21814,51.495624,3,1,1,2,11,E09000013,6,0,6,30,3,0,0,1,1,2,1,1,E01001869,107,667
200501FH10169,524620,176560,-0.207022,51.474231,3,2,1,4,11,E09000013,3,304,6,30,3,0,0,1,1,1,1,1,E01001951,109,464
200501FH10170,524570,178410,-0.20709,51.490869,3,2,1,2,11,E09000013,3,4,3,40,6,317,0,1,2,2,1,1,E01001870,107,587
200501FH10175,522880,180060,-0.230846,51.506067,3,2,1,7,11,E09000013,3,4020,3,30,3,0,0,4,1,1,1,1,E01001942,105,1299
200501FH10177,524800,176800,-0.204347,51.476349,2,3,2,4,11,E09000013,3,304,6,30,3,0,0,1,1,1,1,1,E01001948,116,505
200501FH10178,524670,178000,-0.205795,51.487162,2,2,1,5,11,E09000013,5,0,6,30,0,0,0,1,1,1,1,1,E01001911,110,1049
200501FH10179,525630,176650,-0.192455,51.474817,3,2,1,4,11,E09000013,3,217,3,30,0,0,0,1,2,2,1,1,E01001924,116,954
200501FH10181,525740,176070,-0.191078,51.46958,3,3,2,1,11,E09000013,3,217,6,30,3,0,0,1,1,1,1,1,E01001937,113,809
200501FH10182,525900,177090,-0.188413,51.478711,3,1,1,7,11,E09000013,6,0,6,30,3,308,1,1,1,1,1,1,E01001921,119,1189
200501FH10183,525010,177580,-0.201049,51.483312,3,2,1,1,11,E09000013,4,317,6,30,0,0,0,1,1,1,1,1,E01001881,113,1027
200501FH10184,523540,178010,-0.222058,51.4875,3,2,2,5,11,E09000013,3,219,6,30,6,0,5,4,1,1,1,1,E01001891,117,1264
200501FH10185,524070,178750,-0.214168,51.494034,3,2,1,2,11,E09000013,3,315,6,30,3,0,0,1,2,2,1,1,E01001871,114,569
200501FH10186,522940,178760,-0.230434,51.494371,3,2,1,2,11,E09000013,3,315,2,30,3,0,0,1,1,1,1,1,E01001899,121,884
200501FH10187,523290,179690,-0.22507,51.502653,3,2,1,4,11,E09000013,3,402,6,30,3,0,0,1,2,2,1,1,E01001943,95,564
200501FH10189,523680,179850,-0.219398,51.504006,3,1,1,4,11,E09000013,3,402,2,30,0,0,0,1,1,1,1,1,E01001857,123,1069
200501FH10190,522740,180080,-0.232855,51.506278,3,2,1,7,11,E09000013,3,4020,6,30,3,0,0,4,1,1,1,1,E01001942,119,1404
200501FH10191,523630,179630,-0.220195,51.50204,2,1,1,2,11,E09000013,6,0,6,30,0,0,0,1,2,2,1,1,E01001854,114,714
200501FH10196,523330,178570,-0.224885,51.492578,3,2,1,6,11,E09000013,3,219,2,30,3,0,0,4,2,2,1,1,E01001898,69,1091
200501FH10197,523620,179840,-0.220266,51.503929,3,1,1,3,11,E09000013,3,402,6,30,3,0,5,1,1,1,1,2,E01001943,115,1054
200501FH10198,524720,177690,-0.205184,51.484365,3,2,1,1,11,E09000013,3,3218,6,30,3,0,1,1,1,1,1,1,E01001913,120,1089
200501FH10199,524340,175890,-0.211287,51.468271,3,2,1,4,11,E09000013,6,0,6,30,3,219,0,1,2,2,1,1,E01001915,123,787
200501FH10201,523500,179320,-0.222176,51.499282,2,2,1,5,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001856,124,1065
200501FH10202,525470,176660,-0.194754,51.474942,3,1,1,3,11,E09000013,3,308,6,30,0,0,0,1,1,1,1,1,E01001922,129,953
200501FH10203,522100,179130,-0.242401,51.497878,2,1,1,3,11,E09000013,6,0,6,30,0,0,0,4,1,1,1,1,E01001930,122,18
200501FH10204,524080,176660,-0.214758,51.475249,3,3,1,5,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001915,124,564
200501FH10205,522570,180400,-0.235192,51.50919,3,3,1,7,11,E09000013,6,0,6,30,0,0,0,4,1,1,1,1,E01001960,126,1418
200501FH10206,526320,176680,-0.182514,51.474933,3,2,1,4,11,E09000013,6,0,6,30,3,0,0,1,1,1,1,1,E01001939,130,1133
200501FH10207,525800,176990,-0.189887,51.477835,3,2,1,5,11,E09000013,3,308,6,30,3,0,0,1,1,1,1,1,E01001923,124,524
200501FH10208,523600,181080,-0.220119,51.515078,3,2,1,6,11,E09000013,3,3220,1,30,1,40,0,1,1,1,1,1,E01002877,125,459
200501FH10209,524330,178770,-0.210418,51.494157,3,2,1,5,11,E09000013,4,317,6,30,3,0,1,1,1,1,1,1,E01001866,131,464
200501FH10210,522520,179090,-0.236367,51.497428,3,2,1,6,11,E09000013,4,408,6,30,3,0,0,4,2,2,1,1,E01001928,125,1383
200501FH10211,522710,180090,-0.233284,51.506374,3,2,1,1,11,E09000013,3,4020,6,30,3,0,0,1,1,1,1,1,E01001942,127,856
200501FH10212,523560,177980,-0.22178,51.487226,3,2,1,4,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001891,123,486
200501FH10213,524170,176530,-0.213509,51.474061,3,2,1,2,11,E09000013,3,219,3,30,3,0,0,1,1,1,1,1,E01001915,135,531
200501FH10215,523330,178580,-0.224882,51.492668,3,2,1,1,11,E09000013,3,219,2,30,3,219,5,1,1,1,1,1,E01001898,134,312
200501FH10216,524040,176710,-0.215316,51.475707,3,3,1,5,11,E09000013,3,219,6,30,3,0,0,1,1,1,1,1,E01001915,131,909
200501FH10217,524280,177110,-0.211722,51.479249,3,2,1,1,11,E09000013,5,0,6,30,3,0,0,4,1,1,1,1,E01001902,134,1420
200501FH10218,524330,176240,-0.211308,51.471419,3,2,1,5,11,E09000013,3,219,1,30,1,304,0,1,1,1,1,1,E01001915,131,1006
200501FH10220,523570,178620,-0.221413,51.492975,2,2,1,2,11,E09000013,3,315,6,30,3,0,5,1,1,1,1,1,E01001898,135,834
